,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ016738,0.19662525,0.16360813,0.23629129,0.0010950842,0.011512723,0.008328116,0.34733567,0.035203725
ZJ016739,0.21829428,0.08834261,0.18268909,0.0023905574,0.015287776,0.0071025426,0.46016273,0.02573043
ZJ016740,0.35009578,0.036480792,0.21270104,0.13997625,0.1126573,0.061035387,0.05179523,0.03525826
ZJ016741,0.42345187,0.22856097,0.045579243,0.0020073133,0.017513853,0.0020134142,0.25089607,0.029977156
ZJ016742,0.54979914,0.10871854,0.04290107,0.0010180557,0.017549219,0.0014542476,0.2647601,0.013799587
ZJ016743,0.30511934,0.06584201,0.29393753,0.022936279,0.04162874,0.02903482,0.15943308,0.08206823
ZJ016744,0.24919108,0.013239727,0.21173942,0.15811652,0.14105651,0.10737503,0.008398012,0.110883646
ZJ016745,0.40258333,0.059426263,0.17411207,0.0097872615,0.013377035,0.0027577444,0.07100509,0.2669512
ZJ016746,0.30502614,0.12181407,0.19230464,0.017348483,0.046592638,0.012932762,0.16136925,0.14261205
ZJ016747,0.25447717,0.083926834,0.20336567,0.003053692,0.046103198,0.021285264,0.3574209,0.030367376
ZJ016748,0.24526232,0.29340348,0.095694564,0.0028786003,0.017010687,0.005508806,0.29666734,0.043574307
ZJ016749,0.13652116,0.076870896,0.26586962,0.0016366782,0.007767025,0.0092335725,0.48813796,0.013963037
ZJ016750,0.26570764,0.236466,0.12944433,0.0055491347,0.023301449,0.009480291,0.2721123,0.057938747
ZJ016751,0.21061234,0.13536814,0.2183249,0.0073844036,0.014980951,0.009727753,0.22544576,0.1781557
ZJ016752,0.45185235,0.15907453,0.14469834,0.012156658,0.077642605,0.01367937,0.06650265,0.074393556
ZJ016753,0.18066207,0.1654999,0.18232037,0.0065162554,0.030172179,0.014815325,0.35548702,0.064526916
ZJ016754,0.049830496,0.0168607,0.1699814,0.025476808,0.17719169,0.514122,0.016113259,0.030423602
ZJ016755,0.15583184,0.079115406,0.25316405,0.0029865864,0.025388248,0.036270455,0.4262409,0.021002471
ZJ016756,0.045015596,0.08275401,0.19737647,0.01048975,0.05952997,0.49761277,0.06719057,0.040030856
ZJ016757,0.48647368,0.15572995,0.13994807,0.009583228,0.06169233,0.0099291345,0.06497907,0.071664535
ZJ016758,0.3383971,0.2132633,0.089671694,0.0033265338,0.08142382,0.010059093,0.24181496,0.02204356
ZJ016759,0.36102936,0.06984539,0.19827588,0.02918587,0.19609131,0.045388788,0.06808774,0.032095745
ZJ016760,0.20488052,0.24707703,0.14876275,0.0017918556,0.010496437,0.0056051137,0.33237368,0.04901265
ZJ016761,0.37745962,0.14259054,0.1776327,0.0054803374,0.04808082,0.016672181,0.18297184,0.049112007
ZJ016762,0.34541115,0.021189358,0.14255802,0.15052097,0.071068205,0.007705693,0.013848221,0.2476984
ZJ016763,0.0526317,0.02372543,0.20244524,0.005713943,0.1456789,0.5091425,0.04442457,0.01623766
ZJ016764,0.2665285,0.09909074,0.2936478,0.005820031,0.090382725,0.04311632,0.16210805,0.039305884
ZJ016765,0.35785398,0.072430335,0.19711281,0.017079024,0.018548725,0.0113812825,0.29451472,0.031079173
ZJ016766,0.21872267,0.0977235,0.23968251,0.007217468,0.05214602,0.03664195,0.31838375,0.029482085
ZJ016767,0.32525003,0.20144565,0.15320238,0.013704243,0.04754729,0.018727867,0.11032831,0.12979431
ZJ016768,0.28792682,0.1295324,0.2279429,0.014680878,0.029605007,0.020360457,0.13170554,0.15824603
ZJ016769,0.1960422,0.1164721,0.23891555,0.019324625,0.05797382,0.05113531,0.22059172,0.09954469
ZJ016770,0.35788217,0.15422249,0.069205,0.001146588,0.013018026,0.0025756452,0.3826895,0.019260649
ZJ016771,0.2664851,0.0178688,0.13132223,0.28537005,0.090138525,0.011884314,0.009388785,0.18754213
ZJ016772,0.0027380916,0.0024007745,0.037250705,0.0028262555,0.016286647,0.9341916,0.0016917128,0.0026142031
ZJ016773,0.2899695,0.13463642,0.21392356,0.012756255,0.046995964,0.028895162,0.19994904,0.07287405
ZJ016774,0.042940896,0.020621965,0.29131708,0.0055469973,0.030929875,0.5418664,0.057443473,0.009333272
ZJ016775,0.24751635,0.06064545,0.3538464,0.0034268734,0.014950157,0.01036148,0.25169766,0.05755569
ZJ016776,0.1264717,0.014669357,0.13904603,0.124108985,0.029843109,0.011230404,0.010751972,0.5438785
ZJ016777,0.09625793,0.046453934,0.063960426,0.00072529726,0.0147988545,0.0063136434,0.769135,0.002354818
ZJ016778,0.19177115,0.019678248,0.20131885,0.2235113,0.13902025,0.0819142,0.011580056,0.13120595
ZJ016779,0.2971649,0.09453162,0.22104073,0.012432032,0.031033257,0.016777359,0.23410542,0.09291465
ZJ016780,0.17363945,0.09471972,0.2633241,0.006461181,0.060899388,0.06092507,0.30006507,0.03996593
ZJ016781,0.18519205,0.123394646,0.2802936,0.011120428,0.039401423,0.0274358,0.24056849,0.09259356
ZJ016782,0.2893373,0.04496347,0.26580748,0.020419877,0.1213964,0.038328744,0.056596518,0.16315013
ZJ016783,0.17120299,0.20410755,0.18866985,0.005527001,0.018072382,0.018855333,0.32295427,0.07061065
ZJ016784,0.44255084,0.19673087,0.06786713,0.00199351,0.02959024,0.00527684,0.21638176,0.039608758
ZJ016785,0.2810458,0.07792442,0.23954457,0.016098194,0.056036606,0.05060294,0.24929376,0.029453738
ZJ016786,0.20439437,0.020545734,0.24580517,0.22109851,0.05045294,0.029208235,0.020000057,0.208495
ZJ016787,0.09130273,0.24626221,0.21131535,0.0014621377,0.018794391,0.040598992,0.36804476,0.022219442
ZJ016788,0.5715345,0.055772442,0.21229461,0.012507079,0.025605667,0.0047620246,0.07674279,0.040780906
ZJ016789,0.30842197,0.3191646,0.090134524,0.0018628978,0.01034371,0.0028387818,0.22100018,0.04623329
ZJ016790,0.2930378,0.12381043,0.17838159,0.010405728,0.017082933,0.0052021677,0.11889041,0.25318894
ZJ016791,0.31850603,0.21984905,0.11766794,0.004247656,0.064772084,0.01253358,0.23472567,0.027697945
ZJ016792,0.20591608,0.11687366,0.2688604,0.0035731343,0.03184838,0.019676032,0.31084752,0.04240477
ZJ016793,0.27404875,0.074738495,0.2729738,0.010917442,0.03078104,0.030467637,0.26646942,0.03960339
ZJ016794,0.024020554,0.010010599,0.11534511,0.05861806,0.10602255,0.6390442,0.0055778837,0.041360945
ZJ016795,0.15482277,0.038099553,0.18637002,0.055450995,0.051484726,0.016618501,0.021798506,0.47535485
ZJ016796,0.29505798,0.1499262,0.06632637,0.0020501548,0.06740339,0.006525956,0.3881009,0.024608979
ZJ016797,0.25465035,0.08085766,0.22841316,0.0028357885,0.055727165,0.028259609,0.3216147,0.02764148
ZJ016798,0.090915754,0.049320035,0.24224386,0.012242329,0.16460787,0.34252146,0.055845067,0.0423036
ZJ016799,0.38308057,0.14585371,0.1659835,0.0073009585,0.03502294,0.010997308,0.21266647,0.039094504
ZJ016800,0.14642826,0.30505216,0.14063966,0.0024189143,0.012428976,0.008247974,0.3026623,0.082121775
ZJ016801,0.08106579,0.048094995,0.19358031,0.038989514,0.18965094,0.34400237,0.059889857,0.044726156
ZJ016802,0.044755682,0.077658795,0.17702128,0.00928214,0.0632263,0.527019,0.04210103,0.058935765
ZJ016803,0.20363194,0.1299677,0.21982467,0.00895341,0.05765308,0.03420198,0.27108446,0.07468273
ZJ016804,0.4326137,0.06521273,0.10529957,0.01621999,0.2557075,0.016294137,0.063172534,0.04547987
ZJ016805,0.1283943,0.008989655,0.17939213,0.30867815,0.16998088,0.07778523,0.007286484,0.11949315
ZJ016806,0.53904235,0.09117073,0.057016794,0.017197926,0.13449019,0.009429331,0.095609695,0.056042995
ZJ016807,0.10833514,0.08674333,0.28994182,0.0061560813,0.020244824,0.0828377,0.37217364,0.03356745
ZJ016808,0.28751403,0.047640894,0.39691707,0.018757172,0.054928593,0.08033418,0.07622692,0.03768111
ZJ016809,0.05045961,0.002435757,0.07466158,0.7603627,0.008211827,0.006014915,0.002094496,0.095759176
ZJ016810,0.07869345,0.025806202,0.20941158,0.0071039554,0.40930396,0.22167437,0.028970929,0.019035518
ZJ016811,0.16530213,0.089671776,0.33364213,0.0036791658,0.015253778,0.013645052,0.32040656,0.05839947
ZJ016812,0.04029712,0.06577184,0.1595774,0.009683004,0.062048264,0.56965834,0.040878966,0.05208503
ZJ016813,0.17235032,0.20122226,0.1814978,0.007986284,0.016744073,0.013948726,0.32281697,0.08343361
ZJ016814,0.21053998,0.021193748,0.26999897,0.123682566,0.047856238,0.021186894,0.02620219,0.2793394
ZJ016815,0.12163736,0.078583606,0.33880445,0.0024491614,0.022473859,0.072434604,0.34821972,0.015397269
ZJ016816,0.34447724,0.21163738,0.15384354,0.007818598,0.053094793,0.012731644,0.11092437,0.10547235
ZJ016817,0.39061812,0.10558669,0.037009988,0.0014149122,0.018376298,0.0019864072,0.4354672,0.009540251
ZJ016818,0.34065694,0.06510183,0.31474158,0.030865172,0.039569378,0.020971408,0.08704427,0.10104942
ZJ016819,0.5187825,0.13795629,0.06776275,0.0029519105,0.019270603,0.003462104,0.21926233,0.030551495
ZJ016820,0.08308013,0.20496316,0.22227447,0.016659023,0.083673686,0.21646932,0.08789963,0.08498058
ZJ016821,0.38573307,0.06363111,0.17510964,0.05982866,0.06411393,0.011339098,0.037655313,0.20258912
ZJ016822,0.34936288,0.056031108,0.20409378,0.059688058,0.06011093,0.01799602,0.047641877,0.20507537
ZJ016823,0.16896759,0.16307421,0.22027875,0.0035889435,0.035873696,0.032797795,0.3441967,0.031222258
ZJ016824,0.07657052,0.006775894,0.47478366,0.15746816,0.07359906,0.09899881,0.008890795,0.1029131
ZJ016825,0.086862706,0.0025010477,0.18921544,0.48168126,0.0462025,0.03322597,0.0020157876,0.15829526
ZJ016826,0.41708902,0.13467175,0.13825653,0.056058943,0.05202673,0.016869461,0.07461716,0.110410295
ZJ016827,0.24943617,0.21048094,0.15898082,0.0067488635,0.08900966,0.02951798,0.21238905,0.043436527
ZJ016828,0.039691098,0.0015574343,0.06014012,0.79879963,0.007568182,0.0045693107,0.0011876918,0.08648658
ZJ016829,0.33049756,0.09360403,0.11270278,0.039637454,0.19197486,0.035105806,0.07253088,0.12394663
ZJ016830,0.09656493,0.010882705,0.34547037,0.1459217,0.10166864,0.11864368,0.0059659346,0.17488196
ZJ016831,0.0009515349,0.002005442,0.013095109,0.002466009,0.0170304,0.96184784,0.0010810726,0.0015226445
ZJ016832,0.2910936,0.060221106,0.084745035,0.008316747,0.41765383,0.03850105,0.07084051,0.028628085
ZJ016833,0.27931383,0.06723161,0.30367574,0.01842244,0.043535117,0.018845353,0.0791698,0.18980618
ZJ016834,0.27940145,0.20222852,0.07915699,0.0016644576,0.015916755,0.004973536,0.39528155,0.02137681
ZJ016835,0.25953874,0.15494673,0.18386915,0.0092718685,0.10705063,0.049822643,0.18111922,0.054381043
ZJ016836,0.65936834,0.010006267,0.02788807,0.1705517,0.09280938,0.00281397,0.008729506,0.02783281
ZJ016837,0.39514017,0.21231383,0.11051319,0.0025210048,0.019712329,0.0031810459,0.17851242,0.07810602
ZJ016838,0.4126434,0.18895009,0.095639385,0.009747007,0.03462283,0.00746245,0.15383805,0.09709671
ZJ016839,0.14409305,0.06803542,0.3240138,0.004867781,0.014111173,0.022511339,0.39021027,0.03215708
ZJ016840,0.16981345,0.07537535,0.15799953,0.0025528176,0.015263219,0.008032782,0.5433304,0.027632473
ZJ016841,0.5038069,0.12714103,0.083128616,0.0062924833,0.1061998,0.025964906,0.122816265,0.024649955
ZJ016842,0.4158601,0.2005457,0.110293046,0.0077654556,0.032716274,0.008463914,0.15378225,0.070573315
ZJ016843,0.19795802,0.02357662,0.28129062,0.2615336,0.035011705,0.03205484,0.023298915,0.14527568
ZJ016844,0.22770207,0.18793052,0.21021535,0.0024021573,0.01815106,0.013960282,0.31162542,0.028013194
ZJ016845,0.08230579,0.013024793,0.31309798,0.20192908,0.07940009,0.14617378,0.010949385,0.1531191
ZJ016846,0.049437787,0.031395234,0.6506445,0.0038315787,0.051106382,0.14568937,0.037641834,0.030253377
ZJ016847,0.5977128,0.06615951,0.14577548,0.008575675,0.03647707,0.0056377077,0.08114448,0.05851719
ZJ016848,0.4432067,0.037433602,0.23163585,0.027005207,0.026944611,0.012924714,0.13285707,0.08799221
ZJ016849,0.11654938,0.019275883,0.2177125,0.09906563,0.13170914,0.34721634,0.024578286,0.043892767
ZJ016850,0.44529703,0.052335415,0.21329975,0.043428514,0.10877573,0.026816279,0.066888906,0.043158423
ZJ016851,0.10651007,0.0072586415,0.4736812,0.12531604,0.06456378,0.100723654,0.011303166,0.11064351
ZJ016852,0.20687024,0.017869078,0.26707816,0.06245296,0.2751183,0.112729035,0.018316275,0.039565895
ZJ016853,0.009268046,0.010784336,0.044327796,0.011291421,0.029167624,0.88269776,0.008857372,0.0036056146
ZJ016854,0.48634428,0.1171997,0.16619259,0.004376988,0.029203366,0.0071492,0.13962477,0.04990915
ZJ016855,0.18973337,0.054191716,0.40757427,0.0020789953,0.024917841,0.022129778,0.27318883,0.026185201
ZJ016856,0.30887124,0.18591855,0.14940447,0.020043986,0.06633607,0.015237429,0.070819795,0.18336844
ZJ016857,0.17463033,0.018577024,0.20643789,0.20588316,0.06801965,0.016080666,0.012869561,0.2975018
ZJ016858,0.17147164,0.2566411,0.20624293,0.0034620026,0.01389173,0.0118791815,0.2747496,0.061661873
ZJ016859,0.061398495,0.0017568733,0.06419942,0.7945662,0.009148872,0.0052340142,0.0015722668,0.062123857
ZJ016860,0.00016000116,0.00021369175,0.006636904,0.0002810841,0.0042328443,0.98803616,0.00013558121,0.00030372388
ZJ016861,0.11403489,0.019433504,0.19212732,0.39023522,0.046157826,0.03448977,0.01187248,0.19164896
ZJ016862,0.34446213,0.3122815,0.06367095,0.0019653381,0.01767407,0.0036967832,0.2286959,0.027553387
ZJ016863,0.14455657,0.3261134,0.116159596,0.0012611615,0.008142017,0.00441057,0.33489862,0.064458
ZJ016864,0.23302752,0.077647254,0.3726186,0.010644125,0.023211023,0.026150033,0.18922062,0.067480795
ZJ016865,0.17473048,0.16094878,0.13139021,0.0037869923,0.063579015,0.027497401,0.41040334,0.027663765
ZJ016866,0.28665012,0.13266474,0.18988033,0.026979567,0.025399849,0.017480455,0.1742485,0.14669648
ZJ016867,0.1783901,0.14222129,0.21031213,0.016191948,0.05589615,0.049433697,0.27415127,0.07340341
ZJ016868,0.18624826,0.08596365,0.2991751,0.0078410115,0.030270182,0.029906122,0.29638323,0.064212434
ZJ016869,0.16982345,0.060678042,0.111996695,0.00093735085,0.019441167,0.010505604,0.6162004,0.010417365
ZJ016870,0.25269273,0.09711131,0.096785024,0.0014573301,0.038742203,0.012359938,0.49065804,0.0101933805
ZJ016871,0.35587618,0.10514879,0.1253895,0.0016810364,0.019997567,0.0054040486,0.36051464,0.025988286
ZJ016872,0.1130884,0.079417154,0.47850588,0.0017732531,0.025689974,0.035463516,0.24497525,0.021086575
ZJ016873,0.30890638,0.25619546,0.04362172,0.0011778009,0.020826085,0.0028625985,0.3516308,0.01477911
ZJ016874,0.22862314,0.09446198,0.2892344,0.0019074683,0.0113079045,0.006327324,0.32450274,0.04363507
ZJ016875,0.15625203,0.07648805,0.2986812,0.008568934,0.01915029,0.023844635,0.38460496,0.032409802
ZJ016876,0.20761213,0.12251148,0.27258924,0.0051939213,0.032342903,0.017641362,0.29347953,0.04862951
ZJ016877,0.4365336,0.008998709,0.04418731,0.020648284,0.44537666,0.01081498,0.008254386,0.025186103
ZJ016878,0.21783867,0.021409469,0.22203034,0.1089348,0.13680595,0.040885873,0.0126375565,0.23945738
ZJ016879,0.3877342,0.056959588,0.17032468,0.063655265,0.030643975,0.006301787,0.061435472,0.22294497
ZJ016880,0.5257251,0.17787708,0.08391853,0.003757453,0.053790834,0.004360522,0.10614165,0.044428796
ZJ016881,0.23627411,0.168139,0.1546872,0.005206047,0.0789909,0.029184965,0.29194647,0.035571318
ZJ016882,0.07761744,0.0784674,0.29462636,0.005641924,0.10266482,0.3143434,0.09094479,0.035693895
ZJ016883,0.22363874,0.1178295,0.2577088,0.0036124971,0.01298088,0.009955007,0.30953225,0.06474243
ZJ016884,0.2516124,0.07242016,0.017652709,0.00039654822,0.007372048,0.0003628474,0.6469575,0.0032257996
ZJ016885,0.43354833,0.13656707,0.06792503,0.0014773855,0.023399282,0.0034041118,0.3078184,0.0258604
ZJ016886,0.24291945,0.09905553,0.257828,0.0025390815,0.018229341,0.007950182,0.33199918,0.039479285
ZJ016887,0.22221915,0.16360341,0.18636593,0.011665017,0.0743216,0.1128163,0.19171818,0.037290357
ZJ016888,0.21222153,0.0093464,0.26546222,0.26182607,0.07189499,0.04630311,0.010216907,0.12272875
ZJ016889,0.27364218,0.22377397,0.18586828,0.016762666,0.03349682,0.02332374,0.14629403,0.0968383
ZJ016890,0.21032165,0.027684981,0.25338432,0.10671712,0.14910445,0.046584573,0.018678337,0.18752463
ZJ016891,0.38357136,0.17314367,0.16751155,0.008340512,0.0522495,0.013997565,0.09582994,0.105355956
ZJ016892,0.43077663,0.04343596,0.25101835,0.044780385,0.06900692,0.021882763,0.030110965,0.10898804
ZJ016893,0.19189443,0.0558809,0.3037212,0.06597107,0.08609026,0.05841417,0.07702773,0.16100027
ZJ016894,0.123193696,0.04366243,0.4638651,0.0050323517,0.078278996,0.13593292,0.11519514,0.034839325
ZJ016895,0.04206661,0.022202436,0.13405138,0.0056271018,0.14419325,0.60943013,0.029605484,0.012823601
ZJ016896,0.2404499,0.14951028,0.18867433,0.006985152,0.05688335,0.025078623,0.2897904,0.042627975
ZJ016897,0.22441031,0.08282557,0.2345285,0.0043840474,0.04261638,0.021427236,0.34850144,0.04130652
ZJ016898,0.12524635,0.029617088,0.34356162,0.18801288,0.06034842,0.15160096,0.019590883,0.08202187
ZJ016899,0.11235229,0.05732321,0.40307918,0.0043791337,0.04870329,0.13879995,0.21022506,0.025137927
ZJ016900,0.08329264,0.01274727,0.31760243,0.14349227,0.15791774,0.104376845,0.010709273,0.16986154
ZJ016901,0.0062861536,0.009097488,0.057179753,0.006958141,0.031662673,0.87444603,0.004109534,0.010260108
ZJ016902,0.5472292,0.062306244,0.11769372,0.005757775,0.020121312,0.0041668494,0.19934258,0.043382406
ZJ016903,0.22343385,0.07896062,0.23951562,0.0029674007,0.024478115,0.01439928,0.3813677,0.034877386
ZJ016904,0.2065791,0.045522895,0.30371642,0.08827517,0.0412626,0.024398388,0.026585752,0.2636597
ZJ016905,0.09885261,0.026849154,0.2799086,0.20056693,0.071482435,0.20524782,0.012148191,0.10494427
ZJ016906,0.27600333,0.20665182,0.18703142,0.00455855,0.03539297,0.013742337,0.19206046,0.084559165
ZJ016907,0.37133664,0.11384895,0.20941426,0.0052811964,0.03176677,0.013912342,0.21384202,0.04059792
ZJ016908,0.065953314,0.049157318,0.03438415,0.0011139455,0.0071032657,0.0015117293,0.8359219,0.004854467
ZJ016909,0.028048014,0.04763282,0.22388907,0.016818957,0.06116722,0.5435572,0.053418342,0.025468327
ZJ016910,0.062934935,0.011078525,0.24633421,0.117464334,0.10467924,0.40118176,0.008013311,0.048313685
ZJ016911,0.3388387,0.17574042,0.15957576,0.015996756,0.05177812,0.02546783,0.13766493,0.09493753
ZJ016912,0.23420049,0.07323157,0.17303139,0.0015844307,0.017183,0.008910466,0.47782513,0.014033541
ZJ016913,0.31588423,0.1384855,0.18419528,0.007949189,0.10060917,0.026385685,0.17615144,0.050339516
ZJ016914,0.106696226,0.01700542,0.20604113,0.13468114,0.03603802,0.04029902,0.010668137,0.448571
ZJ016915,0.3559953,0.18518005,0.14836822,0.005056238,0.07025468,0.023666479,0.15042548,0.061053548
ZJ016916,0.24059369,0.03721205,0.18728034,0.09270281,0.109300405,0.035051275,0.023314439,0.27454498
ZJ016917,0.5129966,0.11772097,0.054600444,0.0010773928,0.015133313,0.0014565075,0.2814878,0.015526967
ZJ016918,0.27569512,0.03364382,0.25805095,0.13498564,0.053212713,0.032679133,0.026271954,0.18546075
ZJ016919,0.53632736,0.056588158,0.15620422,0.02631874,0.06913404,0.011474858,0.06770325,0.0762494
ZJ016920,0.00062118936,0.0022129186,0.010981148,0.0010300718,0.009906964,0.97304285,0.0010943945,0.0011104456
ZJ016921,0.48556998,0.079843424,0.12505348,0.035287462,0.045234855,0.006711072,0.06416636,0.15813334
ZJ016922,0.4256359,0.036781367,0.3269028,0.01426604,0.03578781,0.025188055,0.088765785,0.046672255
ZJ016923,0.22402017,0.056890424,0.25482228,0.031270362,0.14780709,0.12553549,0.03888693,0.120767266
ZJ016924,0.23724554,0.23090771,0.14364293,0.005106271,0.025072621,0.012844075,0.29383984,0.05134099
ZJ016925,0.0057431757,0.0061924756,0.027076153,0.0099527035,0.022450848,0.92208904,0.0044093663,0.0020863034
ZJ016926,0.22387336,0.034304902,0.24409904,0.037630368,0.17724554,0.16981058,0.029968895,0.08306728
ZJ016927,0.2515748,0.053565506,0.14990446,0.0010685966,0.09991174,0.022520948,0.4116102,0.009843744
ZJ016928,0.30583933,0.13310057,0.12538624,0.0027149923,0.021971837,0.0049052523,0.37535882,0.030722994
ZJ016929,0.29166082,0.16812184,0.10956387,0.0014171657,0.014796757,0.005484315,0.38466814,0.024287129
ZJ016930,0.36063015,0.16410474,0.120883755,0.009916102,0.024213249,0.005512205,0.19469711,0.120042615
ZJ016931,0.12494633,0.0065082572,0.1569124,0.39365762,0.03738442,0.013653477,0.0050195865,0.26191792
ZJ016932,0.22353467,0.043989096,0.13709202,0.07807741,0.34565046,0.07985337,0.033484876,0.058318034
ZJ016933,0.33713174,0.19711296,0.15576042,0.007419712,0.03612695,0.015066784,0.17660914,0.074772164
ZJ016934,0.22084497,0.050138336,0.38041407,0.12177547,0.051674258,0.049833376,0.03721744,0.08810216
ZJ016935,0.23313513,0.18407755,0.09659871,0.0023929994,0.010233853,0.002836952,0.43139336,0.03933143
